"participant","clone_id","clone_size"
"CP020","313",1
"CP020","3136",1
"CP020","315",1
"CP020","316",1
"CP020","3169",1
"CP020","317",1
"CP020","3180",1
"CP020","319",1
"CP020","320",1
"CP020","3211",1
"CP020","3212",1
"CP020","3224",1
"CP020","323",1
"CP020","3233",1
"CP020","324",1
"CP020","3247",1
"CP020","3249",1
"CP020","3258",1
"CP020","326",1
"CP020","327",1
"CP020","3316",1
"CP020","3317",1
"CP020","3318",1
"CP020","3319",1
"CP020","333",1
"CP020","3338",1
"CP020","3339",1
"CP020","334",1
"CP020","3340",1
"CP020","3341",1
"CP020","335",1
"CP020","3360",1
"CP020","3361",1
"CP020","3362",1
"CP020","3363",1
"CP020","3364",1
"CP020","3365",1
"CP020","338",1
"CP020","3398",1
"CP020","3427",1
"CP020","3428",1
"CP020","3429",1
"CP020","3468",1
"CP020","3469",1
"CP020","3471",1
"CP020","3472",1
"CP020","348",1
"CP020","3486",1
"CP020","3487",1
"CP020","350",1
"CP020","3504",1
"CP020","351",1
"CP020","3510",1
"CP020","3515",1
"CP020","3519",1
"CP020","352",1
"CP020","3520",1
"CP020","3521",1
"CP020","3522",1
"CP020","3523",1
"CP020","3527",1
"CP020","3528",1
"CP020","3529",1
"CP020","353",1
"CP020","3530",1
"CP020","3546",1
"CP020","3548",1
"CP020","3549",1
"CP020","355",1
"CP020","3550",1
"CP020","3551",1
"CP020","356",1
"CP020","3566",1
"CP020","3567",1
"CP020","3568",1
"CP020","3569",1
"CP020","357",1
"CP020","3571",1
"CP020","3572",1
"CP020","3573",1
"CP020","3580",1
"CP020","3582",1
"CP020","3583",1
"CP020","3584",1
"CP020","3585",1
"CP020","3586",1
"CP020","3587",1
"CP020","3588",1
"CP020","3589",1
"CP020","3590",1
"CP020","3591",2
"CP020","3604",1
"CP020","3605",1
"CP020","3606",1
"CP020","3607",1
"CP020","3608",1
"CP020","362",1
"CP020","3626",1
"CP020","3627",1
"CP020","3628",1
"CP020","3629",1
"CP020","363",1
"CP020","3630",1
"CP020","3631",1
"CP020","3644",1
"CP020","3645",1
"CP020","3646",1
"CP020","3648",1
"CP020","3649",1
"CP020","3650",1
"CP020","3651",1
"CP020","3652",1
"CP020","3673",1
"CP020","3674",1
"CP020","3675",1
"CP020","3676",1
"CP020","3677",1
"CP020","3678",1
"CP020","3679",1
"CP020","368",1
"CP020","3680",1
"CP020","3682",1
"CP020","3683",1
"CP020","369",1
"CP020","3692",1
"CP020","3694",1
"CP020","3695",1
"CP020","3696",1
"CP020","3697",1
"CP020","3698",1
"CP020","371",1
"CP020","3711",1
"CP020","3712",1
"CP020","3717",1
"CP020","3718",1
"CP020","3719",1
"CP020","3722",1
"CP020","3723",1
"CP020","3726",1
"CP020","373",1
"CP020","3735",1
"CP020","3738",1
"CP020","3743",1
"CP020","375",1
"CP020","3756",1
"CP020","3768",1
"CP020","3775",1
"CP020","378",1
"CP020","3790",1
"CP020","3797",1
"CP020","3798",1
"CP020","3808",1
"CP020","3809",1
"CP020","3810",1
"CP020","3815",1
"CP020","3816",1
"CP020","3817",1
"CP020","383",1
"CP020","3838",1
"CP020","3843",1
"CP020","386",1
"CP020","3865",1
"CP020","3877",1
"CP020","3881",1
"CP020","3898",1
"CP020","3899",1
"CP020","3915",1
"CP020","398",1
"CP020","4019",1
"CP020","4031",1
"CP020","4040",1
"CP020","4041",1
"CP020","4042",1
"CP020","4070",1
"CP020","4104",1
"CP020","4105",1
"CP020","4106",1
"CP020","4107",1
"CP020","4117",1
"CP020","4118",1
"CP020","4156",1
"CP020","4157",1
"CP020","4159",1
"CP020","4160",1
"CP020","4161",1
"CP020","4162",1
"CP020","4163",1
"CP020","417",1
"CP020","4177",1
"CP020","4178",1
"CP020","4216",1
"CP020","4217",1
"CP020","4250",1
"CP020","4251",1
"CP020","4254",1
"CP020","4263",1
"CP020","4264",1
"CP020","4276",1
"CP020","4277",1
"CP020","4278",1
"CP020","4279",1
"CP020","4293",1
"CP020","4294",1
"CP020","4295",1
"CP020","4296",1
"CP020","4297",1
"CP020","4298",1
"CP020","4332",1
"CP020","4333",1
"CP020","4334",1
"CP020","4337",1
"CP020","4338",1
"CP020","4363",1
"CP020","4364",1
"CP020","4365",1
"CP020","4366",1
"CP020","4367",1
"CP020","4368",1
"CP020","4370",1
"CP020","4395",1
"CP020","4396",1
"CP020","4397",1
"CP020","4398",1
"CP020","4399",1
"CP020","4400",1
"CP020","4401",1
"CP020","4403",1
"CP020","4430",1
"CP020","4431",1
"CP020","4432",1
"CP020","4433",1
"CP020","4434",1
"CP020","4436",1
"CP020","4437",1
"CP020","4438",1
"CP020","4439",1
"CP020","4440",1
"CP020","4462",1
"CP020","4463",1
"CP020","4464",1
"CP020","4465",1
"CP020","4466",1
"CP020","4467",1
"CP020","4470",1
"CP020","4481",1
"CP020","4485",1
"CP020","4486",1
"CP020","4487",1
"CP020","4488",1
"CP020","4489",1
"CP020","4490",1
"CP020","4491",1
"CP020","4493",1
"CP020","4494",1
"CP020","4507",1
"CP020","4508",1
"CP020","4509",1
"CP020","4510",1
"CP020","4511",1
"CP020","4512",1
"CP020","4524",1
"CP020","4526",1
"CP020","4527",1
"CP020","4528",1
"CP020","4529",1
"CP020","4530",1
"CP020","4542",1
"CP020","4543",1
"CP020","4544",1
"CP020","455",1
"CP020","4560",1
"CP020","4561",1
"CP020","4599",1
"CP020","4616",1
"CP020","4635",1
"CP020","4637",1
"CP020","4662",1
"CP020","4680",1
"CP020","4704",1
"CP020","4728",1
"CP020","474",1
"CP020","4752",1
"CP020","4753",1
"CP020","4771",1
"CP020","4772",1
"CP020","4788",1
"CP020","4805",1
"CP020","4825",1
"CP020","4827",1
"CP020","4839",1
"CP020","4844",1
"CP020","4845",1
"CP020","4854",1
"CP020","4862",1
"CP020","4863",1
"CP020","4885",1
"CP020","4886",1
"CP020","4887",1
"CP020","4888",1
"CP020","4924",1
"CP020","4926",1
"CP020","4946",1
"CP020","4948",1
"CP020","4949",1
"CP020","4970",1
"CP020","4971",1
"CP020","4972",1
"CP020","4973",1
"CP020","4974",1
"CP020","4993",1
"CP020","4994",1
"CP020","5007",1
"CP020","5008",1
"CP020","501",1
"CP020","502",1
"CP020","5029",1
"CP020","503",1
"CP020","5030",1
"CP020","5031",1
"CP020","5044",1
"CP020","5045",1
"CP020","5046",1
"CP020","5052",1
"CP020","5053",1
"CP020","5063",1
"CP020","5077",1
"CP020","5081",1
"CP020","5102",1
"CP020","5105",1
"CP020","5137",1
"CP020","514",1
"CP020","5145",1
"CP020","5147",1
"CP020","5161",1
"CP020","5179",1
"CP020","5181",1
"CP020","5199",1
"CP020","5225",1
"CP020","5230",1
"CP020","5242",1
"CP020","5249",1
"CP020","5252",1
"CP020","5262",1
"CP020","5265",1
"CP020","5271",1
"CP020","5272",1
"CP020","5286",1
"CP020","5287",1
"CP020","5302",1
"CP020","5303",1
"CP020","5304",1
"CP020","5305",1
"CP020","531",1
"CP020","532",1
"CP020","5322",1
"CP020","5323",1
"CP020","5333",1
"CP020","5334",1
"CP020","5345",1
"CP020","5347",1
"CP020","5355",1
"CP020","5373",1
"CP020","5375",1
"CP020","5376",1
"CP020","5380",1
"CP020","5381",1
"CP020","5382",1
"CP020","5383",1
"CP020","5392",1
"CP020","5396",1
"CP020","5397",1
"CP020","5410",1
"CP020","5411",1
"CP020","5412",1
"CP020","5414",1
"CP020","5415",1
"CP020","5436",1
"CP020","5437",1
"CP020","5438",1
"CP020","5439",1
"CP020","5440",1
"CP020","5441",1
"CP020","5442",1
"CP020","5443",1
"CP020","5470",1
"CP020","5471",1
"CP020","5472",1
"CP020","5473",1
"CP020","5474",1
"CP020","5475",1
"CP020","5476",1
"CP020","5517",2
"CP020","5518",1
"CP020","5519",1
"CP020","5520",1
"CP020","5521",1
"CP020","5522",1
"CP020","5523",1
"CP020","5525",1
"CP020","5526",1
"CP020","5527",1
"CP020","5528",1
"CP020","5529",1
"CP020","5535",1
"CP020","5582",1
"CP020","5583",1
"CP020","5584",1
"CP020","5585",1
"CP020","5586",1
"CP020","5587",1
"CP020","5588",1
"CP020","5589",1
"CP020","5640",1
"CP020","5641",1
"CP020","5642",1
"CP020","5643",1
"CP020","5644",1
"CP020","5645",1
"CP020","5646",1
"CP020","5648",1
"CP020","5669",1
"CP020","5685",1
"CP020","5686",1
"CP020","5687",1
"CP020","5688",1
"CP020","5689",1
"CP020","5690",1
"CP020","5691",1
"CP020","5693",1
"CP020","5694",1
"CP020","5695",1
"CP020","5696",1
"CP020","5697",1
"CP020","5698",1
"CP020","5714",1
"CP020","5724",1
"CP020","5726",1
"CP020","5727",1
"CP020","5728",1
"CP020","5729",1
"CP020","5730",1
"CP020","5731",1
"CP020","5760",1
"CP020","5761",1
"CP020","5762",1
"CP020","5763",1
"CP020","5764",1
"CP020","5765",1
"CP020","5766",1
"CP020","5767",1
"CP020","5768",1
"CP020","578",1
"CP020","5780",1
"CP020","5788",1
"CP020","5789",1
"CP020","579",1
"CP020","5790",1
"CP020","5791",1
"CP020","5793",1
"CP020","5794",1
"CP020","5816",1
"CP020","5817",1
"CP020","5818",1
"CP020","5819",1
"CP020","582",1
"CP020","5820",1
"CP020","5825",1
"CP020","583",1
"CP020","5832",1
"CP020","5836",1
"CP020","5841",1
"CP020","5847",1
"CP020","5851",1
"CP020","5862",1
"CP020","5891",1
"CP020","5901",1
"CP020","5902",1
"CP020","5904",1
"CP020","5914",1
"CP020","5925",1
"CP020","593",1
"CP020","5931",1
"CP020","5932",1
"CP020","5936",1
"CP020","594",1
"CP020","5946",1
"CP020","5947",1
"CP020","595",1
"CP020","596",1
"CP020","5966",1
"CP020","5967",1
"CP020","5968",1
"CP020","597",1
"CP020","5970",1
"CP020","5979",1
"CP020","598",1
"CP020","5992",1
"CP020","5993",1
"CP020","6009",1
"CP020","6010",3
"CP020","6011",1
"CP020","602",1
"CP020","6021",1
"CP020","605",1
"CP020","6102",1
"CP020","6119",1
"CP020","6213",1
"CP020","6225",1
"CP020","623",1
"CP020","6252",1
"CP020","6266",1
"CP020","6275",1
"CP020","6331",1
"CP020","6332",1
"CP020","634",1
"CP020","637",1
"CP020","6378",1
"CP020","6379",1
"CP020","6381",1
"CP020","6397",1
"CP020","6416",1
"CP020","6417",1
"CP020","6423",1
"CP020","6424",1
"CP020","6429",1
"CP020","6430",1
"CP020","6489",1
"CP020","6490",1
"CP020","6492",1
"CP020","6516",1
"CP020","6517",1
"CP020","6518",1
"CP020","6519",1
"CP020","6551",1
"CP020","6552",1
"CP020","6592",1
"CP020","6593",1
"CP020","6594",1
"CP020","6595",1
"CP020","6669",1
"CP020","6690",1
"CP020","6691",1
"CP020","6693",1
"CP020","6694",1
"CP020","6728",1
"CP020","674",1
"CP020","6751",1
"CP020","6780",1
"CP020","6865",1
"CP020","6866",1
"CP020","6883",1
"CP020","6897",1
"CP020","6909",1
"CP020","7012",1
"CP020","7013",1
"CP020","7157",1
"CP020","7236",1
"CP020","7241",1
"CP020","7242",1
"CP020","7285",1
"CP020","7330",1
"CP020","7351",1
"CP020","7358",1
"CP020","7379",1
"CP020","738",1
"CP020","739",1
"CP020","7421",1
"CP020","7446",1
"CP020","7458",1
"CP020","7467",1
"CP020","7468",1
"CP020","7473",1
"CP020","7476",1
"CP020","7479",1
"CP020","7481",1
"CP020","7485",1
"CP020","7486",1
"CP020","7490",1
"CP020","7494",1
"CP020","7497",1
"CP020","7503",1
"CP020","7505",1
"CP020","7507",1
"CP020","7515",1
"CP020","7516",1
"CP020","7517",1
"CP020","7518",1
"CP020","7522",1
"CP020","7523",1
"CP020","7526",1
"CP020","7527",1
"CP020","7528",1
"CP020","7529",1
"CP020","7530",1
"CP020","7532",1
"CP020","7536",1
"CP020","7542",1
"CP020","7543",1
"CP020","7575",1
"CP020","7614",1
"CP020","7620",1
"CP020","7621",1
"CP020","7638",1
"CP020","7639",1
"CP020","7640",1
"CP020","7643",1
"CP020","7644",1
"CP020","7645",1
"CP020","7649",1
"CP020","7716",1
"CP020","7720",1
"CP020","7721",1
"CP020","7722",1
"CP020","7723",1
"CP020","7736",1
"CP020","7747",1
"CP020","7748",1
"CP020","7749",1
"CP020","7750",1
"CP020","7754",1
"CP020","7767",1
"CP020","7769",1
"CP020","7777",1
"CP020","7778",1
"CP020","7784",1
"CP020","7789",1
"CP020","7806",1
"CP020","7807",1
"CP020","7808",1
"CP020","7809",1
"CP020","7810",1
"CP020","7813",1
"CP020","7819",1
"CP020","7820",1
"CP020","7821",1
"CP020","7829",1
"CP020","7830",1
"CP020","7833",1
"CP020","7834",1
"CP020","7835",1
"CP020","7837",1
"CP020","7838",1
"CP020","7839",1
"CP020","7840",1
"CP020","7846",1
"CP020","7848",1
"CP020","7849",1
"CP020","7852",1
"CP020","7853",1
"CP020","7854",1
"CP020","7855",1
"CP020","7856",1
"CP020","7857",1
"CP020","786",1
"CP020","7866",1
"CP020","7867",1
"CP020","7868",1
"CP020","787",1
"CP020","7870",1
"CP020","7871",1
"CP020","7875",1
"CP020","7876",1
"CP020","7883",1
"CP020","7885",1
"CP020","7886",1
"CP020","7897",1
"CP020","7899",1
"CP020","7908",1
"CP020","7909",1
"CP020","7915",1
"CP020","7919",1
"CP020","7920",1
"CP020","7927",1
"CP020","7928",1
"CP020","7940",1
"CP020","7948",1
"CP020","7949",1
"CP020","7964",1
"CP020","7965",1
"CP020","7966",1
"CP020","7967",1
"CP020","7968",1
"CP020","7979",1
"CP020","7982",1
"CP020","7990",1
"CP020","7992",1
"CP020","8101",1
"CP020","8103",1
"CP020","812",1
"CP020","8173",1
"CP020","8174",1
"CP020","821",1
"CP020","8213",1
"CP020","8214",1
"CP020","8215",1
"CP020","8216",1
"CP020","822",1
"CP020","8333",1
"CP020","8479",1
"CP020","8491",1
"CP020","8494",1
"CP020","8495",1
"CP020","8503",1
"CP020","8522",1
"CP020","8533",1
"CP020","8586",1
"CP020","8598",1
"CP020","8599",1
"CP020","861",1
"CP020","8620",1
"CP020","8638",1
"CP020","8650",1
"CP020","8661",1
"CP020","8662",1
"CP020","8670",1
"CP020","8672",1
"CP020","8724",1
"CP020","8752",1
"CP020","8753",1
"CP020","8761",1
"CP020","879",1
"CP020","8799",1
"CP020","8814",1
"CP020","8815",1
"CP020","8838",1
"CP020","8849",1
"CP020","8854",1
"CP020","8860",1
"CP020","890",1
"CP020","893",1
"CP020","8931",1
"CP020","8986",1
"CP020","8996",1
"CP020","9006",1
"CP020","9017",1
"CP020","9028",1
"CP020","9042",1
"CP020","9077",1
"CP020","9078",1
"CP020","9079",1
"CP020","9080",1
"CP020","9081",1
"CP020","9082",1
"CP020","9089",1
"CP020","9090",1
"CP020","9091",1
"CP020","9101",1
"CP020","911",1
"CP020","9117",1
"CP020","9118",1
"CP020","912",1
"CP020","9131",1
"CP020","9132",1
"CP020","9133",1
"CP020","9134",1
"CP020","9135",1
"CP020","9136",1
"CP020","9146",1
"CP020","9147",1
"CP020","9148",1
"CP020","9155",1
"CP020","9156",1
"CP020","9157",1
"CP020","9173",1
"CP020","9174",1
"CP020","9175",1
"CP020","9183",1
"CP020","9188",1
"CP020","9195",1
"CP020","9212",1
"CP020","9216",1
"CP020","9218",1
"CP020","9219",1
"CP020","9221",1
"CP020","9222",1
"CP020","9223",1
"CP020","9224",1
"CP020","9225",1
"CP020","9226",1
"CP020","9227",1
"CP020","9229",1
"CP020","9233",1
"CP020","9234",1
"CP020","9235",1
"CP020","9236",1
"CP020","9237",1
"CP020","9240",1
"CP020","9241",1
"CP020","9242",1
"CP020","9243",1
"CP020","9244",1
"CP020","9245",1
"CP020","9258",1
"CP020","9259",1
"CP020","9260",1
"CP020","9266",1
"CP020","9267",1
"CP020","9268",1
"CP020","9269",1
"CP020","9270",1
"CP020","9271",1
"CP020","9281",1
"CP020","9282",1
"CP020","9284",1
"CP020","9290",1
"CP020","9291",1
"CP020","9292",1
"CP020","9293",1
"CP020","9295",1
"CP020","9301",1
"CP020","9302",1
"CP020","9303",1
"CP020","9304",1
"CP020","9314",1
"CP020","9315",1
"CP020","9318",1
"CP020","9325",1
"CP020","9326",1
"CP020","9327",1
"CP020","9334",1
"CP020","9348",1
"CP020","9368",1
"CP020","9375",1
"CP020","9394",1
"CP020","9400",1
"CP020","9401",1
"CP020","9405",1
"CP020","941",1
"CP020","9416",1
"CP020","9428",1
"CP020","9431",1
"CP020","9441",1
"CP020","9450",1
"CP020","9452",1
"CP020","9453",1
"CP020","9461",1
"CP020","9464",1
"CP020","9471",1
"CP020","9472",1
"CP020","9479",1
"CP020","9480",1
"CP020","9483",1
"CP020","9489",1
"CP020","9494",1
"CP020","9497",1
"CP020","9505",1
"CP020","9514",1
"CP020","9523",1
"CP020","9524",1
"CP020","9525",1
"CP020","9532",1
"CP020","9543",1
"CP020","955",1
"CP020","9550",1
"CP020","9561",1
"CP020","9565",1
"CP020","9572",1
"CP020","9583",1
"CP020","9594",1
"CP020","9605",1
"CP020","9607",1
"CP020","9615",1
"CP020","9616",1
"CP020","9627",1
"CP020","9632",1
"CP020","9651",1
"CP020","9661",1
"CP020","9672",1
"CP020","9683",1
"CP020","9694",1
"CP020","9705",1
"CP020","9716",1
"CP020","9718",1
"CP020","9719",1
"CP020","9727",1
"CP020","9738",1
"CP020","9750",1
"CP020","9772",1
"CP020","9782",1
"CP020","9783",1
"CP020","9784",1
"CP020","9794",1
"CP020","9805",1
"CP020","9816",1
"CP020","9818",1
"CP020","9819",1
"CP020","9820",1
"CP020","9827",1
"CP020","9838",1
"CP020","985",1
"CP020","9864",1
"CP020","9866",1
"CP020","9867",1
"CP020","9868",1
"CP020","9883",1
"CP020","9889",1
"CP020","9890",1
"CP020","9894",1
"CP020","9905",1
"CP020","9916",1
"CP020","9917",1
"CP020","9936",1
"CP020","9937",1
"CP020","996",1
"CP020","9960",1
"CP020","9969",1
"CP020","9971",1
"CP020","9974",1
"CP020","9975",1
"CP020","9981",1
"CP020","9984",1
"CP020","9985",1
"CP020","9986",1
"CP020","9989",1
"CP020","9990",1
"CP020","9991",1
"CP020","9995",1
"CP020","9999",1
"CP022","10317",1
"CP022","1036",1
"CP022","10411",1
"CP022","10418",1
"CP022","10434",1
"CP022","10440",1
"CP022","10494",1
"CP022","10508",1
"CP022","10749",1
"CP022","10819",1
"CP022","10860",1
"CP022","10871",1
"CP022","10983",1
"CP022","110",1
"CP022","1102",1
"CP022","11050",1
"CP022","11082",1
"CP022","11128",1
"CP022","11183",1
"CP022","11203",1
"CP022","11217",1
"CP022","1122",1
"CP022","1123",1
"CP022","1124",1
"CP022","1125",1
"CP022","11250",1
"CP022","1127",1
"CP022","1128",1
"CP022","1129",1
"CP022","11294",1
"CP022","1130",1
"CP022","1131",1
"CP022","11339",1
"CP022","11350",1
"CP022","11461",1
"CP022","11564",1
"CP022","11761",1
"CP022","11827",1
"CP022","11838",1
"CP022","11919",1
"CP022","1194",1
"CP022","1195",1
"CP022","1196",1
"CP022","1197",1
"CP022","1198",1
"CP022","11982",1
"CP022","1200",1
"CP022","12130",1
"CP022","1231",1
"CP022","12347",1
"CP022","12512",1
"CP022","12513",1
"CP022","12924",1
"CP022","13005",1
"CP022","13049",1
"CP022","13060",1
"CP022","1319",1
"CP022","1320",1
"CP022","13204",1
"CP022","13304",1
"CP022","13425",1
"CP022","13463",1
"CP022","13483",1
"CP022","1350",1
"CP022","13550",1
"CP022","13572",1
"CP022","1359",1
"CP022","13594",1
"CP022","13760",1
"CP022","1378",1
"CP022","13790",1
"CP022","13791",1
"CP022","1380",1
"CP022","1382",1
"CP022","13871",1
"CP022","13881",1
"CP022","13903",1
"CP022","13907",1
"CP022","13934",1
"CP022","1394",1
"CP022","1395",1
"CP022","13958",1
"CP022","1396",1
"CP022","13961",1
"CP022","14019",1
"CP022","14033",1
"CP022","14041",1
"CP022","14042",1
"CP022","1405",1
"CP022","1406",1
"CP022","1407",1
"CP022","14073",1
"CP022","14076",1
"CP022","14080",1
"CP022","14093",1
"CP022","14100",1
"CP022","14105",1
"CP022","14114",1
"CP022","14121",1
"CP022","14122",1
"CP022","14139",1
"CP022","14162",1
"CP022","14163",1
"CP022","14164",1
"CP022","14179",1
"CP022","14180",1
"CP022","14181",1
"CP022","14197",1
"CP022","14198",1
"CP022","14199",1
"CP022","142",1
"CP022","14217",1
"CP022","14218",1
"CP022","14219",1
"CP022","14220",1
"CP022","1423",1
"CP022","1424",1
"CP022","14242",1
"CP022","14248",1
"CP022","14257",1
"CP022","143",1
"CP022","14310",1
"CP022","14324",1
"CP022","14344",1
"CP022","1438",1
"CP022","14413",1
"CP022","14434",1
"CP022","14438",1
"CP022","14446",1
"CP022","14447",1
"CP022","14451",1
"CP022","14452",1
"CP022","14457",1
"CP022","14470",1
"CP022","14476",1
"CP022","14486",1
"CP022","1450",1
"CP022","14502",1
"CP022","1451",1
"CP022","1452",1
"CP022","1453",1
"CP022","14530",1
"CP022","14538",1
"CP022","1454",1
"CP022","14547",1
"CP022","14576",1
"CP022","14594",1
"CP022","14638",1
"CP022","14649",1
"CP022","14669",1
"CP022","14674",1
"CP022","14683",1
"CP022","14684",1
"CP022","14688",1
"CP022","14746",1
"CP022","14858",1
"CP022","14859",1
"CP022","14865",1
"CP022","14866",1
"CP022","14889",1
"CP022","14896",1
"CP022","14905",1
"CP022","14956",1
"CP022","14960",1
"CP022","14978",1
"CP022","14979",1
"CP022","14982",1
"CP022","14994",1
"CP022","15004",1
"CP022","15006",1
"CP022","15017",1
"CP022","15020",1
"CP022","15028",1
"CP022","15054",1
"CP022","15055",1
"CP022","15061",1
"CP022","15094",1
"CP022","15118",1
"CP022","15127",1
"CP022","15131",1
"CP022","15212",1
"CP022","15216",1
"CP022","15225",1
"CP022","15227",1
"CP022","15231",1
"CP022","15251",1
"CP022","15266",1
"CP022","15278",1
"CP022","15298",1
"CP022","15338",1
"CP022","15349",1
"CP022","15360",1
"CP022","15374",1
"CP022","15375",1
"CP022","15433",1
"CP022","15457",1
"CP022","1548",1
"CP022","1552",1
"CP022","1553",1
"CP022","1554",1
"CP022","1555",1
"CP022","15561",1
"CP022","1566",1
"CP022","15672",1
"CP022","15716",1
"CP022","15720",1
"CP022","1573",1
"CP022","15768",1
"CP022","1578",1
"CP022","1580",1
"CP022","160",1
"CP022","1606",1
"CP022","1607",1
"CP022","1608",1
"CP022","1609",1
"CP022","16093",1
"CP022","16179",1
"CP022","1618",1
"CP022","16328",1
"CP022","16443",1
"CP022","16494",1
"CP022","16495",1
"CP022","16504",1
"CP022","16516",1
"CP022","16523",1
"CP022","16543",1
"CP022","16544",1
"CP022","16545",1
"CP022","1655",1
"CP022","16570",1
"CP022","16667",1
"CP022","16669",1
"CP022","16677",1
"CP022","16680",1
"CP022","16747",1
"CP022","1679",1
"CP022","16820",1
"CP022","1684",1
"CP022","1685",1
"CP022","1686",1
"CP022","1687",1
"CP022","1688",1
"CP022","16904",1
"CP022","16994",1
"CP022","17009",1
"CP022","17033",1
"CP022","17059",1
"CP022","17140",1
"CP022","17143",1
"CP022","17183",1
"CP022","17209",1
"CP022","17223",1
"CP022","17231",1
"CP022","17240",1
"CP022","17245",1
"CP022","17261",1
"CP022","17278",1
"CP022","17286",1
"CP022","17293",1
"CP022","17317",1
"CP022","17353",1
"CP022","17355",1
"CP022","17406",1
"CP022","17424",1
"CP022","17435",1
"CP022","17439",1
"CP022","17476",1
"CP022","17514",1
"CP022","17552",1
"CP022","17725",1
"CP022","17743",1
"CP022","17744",1
"CP022","1777",1
"CP022","182",1
"CP022","1838",1
"CP022","1843",1
"CP022","1860",1
"CP022","1861",1
"CP022","1868",1
"CP022","1870",1
"CP022","1881",1
"CP022","1882",1
"CP022","1895",1
"CP022","1896",1
"CP022","1904",1
"CP022","1905",1
"CP022","1908",1
"CP022","1917",1
"CP022","1930",1
"CP022","1931",1
"CP022","1944",1
"CP022","1949",1
"CP022","1952",1
"CP022","1954",1
"CP022","197",1
"CP022","2037",1
"CP022","204",1
"CP022","2063",1
"CP022","2105",1
"CP022","2124",1
"CP022","215",1
"CP022","2159",1
"CP022","2163",1
"CP022","2202",1
"CP022","222",1
"CP022","225",1
"CP022","233",1
"CP022","2336",1
"CP022","234",1
"CP022","2347",1
"CP022","2570",1
"CP022","2606",1
"CP022","261",1
"CP022","266",1
"CP022","267",1
"CP022","2698",1
"CP022","2846",1
"CP022","2869",1
"CP022","2883",1
"CP022","290",1
"CP022","2906",1
"CP022","2919",1
"CP022","2933",1
"CP022","2938",1
"CP022","2964",1
"CP022","3000",1
"CP022","3001",1
"CP022","3039",1
"CP022","3046",1
"CP022","3081",1
"CP022","3094",1
"CP022","3148",1
"CP022","3173",1
"CP022","3218",1
"CP022","3223",1
"CP022","3226",1
"CP022","3227",1
"CP022","3245",1
"CP022","3250",1
"CP022","3336",1
"CP022","3342",1
"CP022","3470",1
"CP022","3481",1
"CP022","3538",1
"CP022","3593",1
"CP022","3632",1
"CP022","3638",1
"CP022","364",1
"CP022","3684",1
"CP022","374",1
"CP022","3757",1
"CP022","3782",1
"CP022","3800",1
"CP022","384",1
"CP022","3844",1
"CP022","3845",1
"CP022","3847",1
"CP022","3882",1
"CP022","389",1
"CP022","3913",1
"CP022","3919",1
"CP022","3955",1
"CP022","3969",1
"CP022","3992",1
"CP022","4003",1
"CP022","4020",1
"CP022","4032",1
"CP022","4034",1
"CP022","4071",1
"CP022","4080",1
"CP022","4119",1
"CP022","4137",1
"CP022","4198",1
"CP022","42",1
"CP022","429",1
"CP022","4299",1
"CP022","43",1
"CP022","4492",1
"CP022","4503",1
"CP022","4513",1
"CP022","4514",1
"CP022","4551",1
"CP022","4568",1
"CP022","4630",1
"CP022","4631",1
"CP022","4632",1
"CP022","4669",1
"CP022","47",1
"CP022","4817",1
"CP022","4836",1
"CP022","4847",1
"CP022","4932",1
"CP022","4933",1
"CP022","4975",1
"CP022","4991",1
"CP022","4995",1
"CP022","5082",1
"CP022","5083",1
"CP022","5086",1
"CP022","5113",1
"CP022","5129",1
"CP022","5158",1
"CP022","5164",1
"CP022","5168",1
"CP022","519",1
"CP022","520",1
"CP022","5307",1
"CP022","5313",1
"CP022","5335",1
"CP022","5364",1
"CP022","5370",1
"CP022","5393",1
"CP022","5398",1
"CP022","5402",1
"CP022","5444",1
"CP022","5446",1
"CP022","55",1
"CP022","5530",1
"CP022","5558",1
"CP022","569",1
"CP022","580",1
"CP022","5905",1
"CP022","5958",1
"CP022","6002",1
"CP022","604",1
"CP022","606",1
"CP022","6075",1
"CP022","610",1
"CP022","615",1
"CP022","6167",1
"CP022","6236",1
"CP022","6280",1
"CP022","6286",1
"CP022","6291",1
"CP022","6295",1
"CP022","6302",1
"CP022","6313",1
"CP022","6323",1
"CP022","6350",1
"CP022","6434",1
"CP022","6435",1
"CP022","6436",1
"CP022","6437",1
"CP022","6447",1
"CP022","650",1
"CP022","6513",1
"CP022","6524",1
"CP022","6553",1
"CP022","6613",1
"CP022","6624",1
"CP022","6627",1
"CP022","667",1
"CP022","6670",1
"CP022","668",1
"CP022","6729",1
"CP022","6752",1
"CP022","6762",1
"CP022","6763",1
"CP022","677",1
"CP022","6777",1
"CP022","678",1
"CP022","679",1
"CP022","6794",1
"CP022","680",1
"CP022","6809",1
"CP022","6811",1
"CP022","682",1
"CP022","6840",1
"CP022","6867",1
"CP022","6868",1
"CP022","688",1
"CP022","689",1
"CP022","6891",1
"CP022","6898",1
"CP022","690",1
"CP022","6908",1
"CP022","691",1
"CP022","6918",1
"CP022","693",1
"CP022","6954",1
"CP022","6974",1
"CP022","6975",1
"CP022","6976",1
"CP022","6977",1
"CP022","7002",1
"CP022","7031",1
"CP022","7075",1
"CP022","7076",1
"CP022","708",1
"CP022","709",1
"CP022","7113",1
"CP022","7159",1
